year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_salary,gross_monthly_salary
2021,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,88.3,70.8,4344,4453
2021,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,94.6,83.8,4779,4952
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),97.4,91.2,5345,5473
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,97.4,81.6,3544,3658
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,100,81.5,3457,3490
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,80,63.3,3081,3125
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,88.2,85.3,4229,4324
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,95.1,92.7,4962,4984
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,97.7,86.8,3363,3431
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),100,98.2,4934,5251
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),100,98,5126,5215
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Aircraft Systems Engineering,100,91.7,3297,3394
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,98.3,87.9,3423,3736
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),98,96.1,3707,3773
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land) ^,96.3,88.9,3606,3788
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),97.5,85,4086,4146
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,96.1,80.3,3037,3216
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Diagnostic Radiography),100,100,3670,3880
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Occupational Therapy),100,98.3,3521,3546
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Radiation Therapy) ^,100,100,3310,3328
2021,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),100,95.1,4086,4402
2021,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,96.4,89.1,3221,3322
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,79.2,64.2,3466,3836
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,98.3,84.5,3583,3691
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,100,90.5,3598,3819
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,93.4,90.2,3646,3787
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,100,95.7,3476,3592
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,82.4,70.6,3513,3575
2021,Singapore Institute of Technology,SIT-Trinity College Dublin,Bachelor of Science (Physiotherapy),97.9,96.8,3516,3591
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,92.8,92.8,3650,3719
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,98.3,86.4,3403,3697
2021,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Chemical Engineering,95.7,87,3495,3645
2021,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Electrical Engineering & Information Technology ^,81.5,74.1,3649,3806
2021,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,91.9,67.7,2647,2817
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,94.4,59.3,2951,2989
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,94.3,65.7,2761,2807
2021,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,95.5,81.8,3807,4001
2021,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,98.7,93,3751,3814
2021,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),97.9,92.6,4161,4213
2021,Singapore Management University,School of Business (4-year programme) *,Business Management,96.6,86,4229,4371
2021,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),96.6,90.3,4705,4855
2021,Singapore Management University,School of Economics (4-year programme) *,Economics,91.8,83.5,4641,4777
2021,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),94.1,91.2,5209,5310
2021,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,98.2,94.6,4774,4906
2021,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),97.4,93.6,5317,5499
2021,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,94.1,77.1,3656,3836
2021,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),96.9,86.2,3856,4063
2021,Singapore Management University,School of Law (4-year programme) *,Law #,100,98.3,5319,5433
2021,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,100,98.8,5613,5754
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education,93,88.4,2949,2963
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,95.6,80.9,3249,3412
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,94.7,86.8,3432,3461
2021,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,98.6,89,3199,3231
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Business Analytics,93.5,83.9,4218,4372
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,84.4,56.3,3856,3862
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,92.4,63.6,3303,3411
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management,97.4,79.5,3245,3381
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Computer Science and Design),98.3,96.7,4936,5030
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),89.9,85.5,4047,4141
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),95.5,90.9,4542,4778
2021,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),96.6,89.7,3800,3842
